1529, 7, 04/07/2017, 11/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=04/07/2017&dateTo=04/07/2017&returnFrom=11/07/2017&returnTo=11/07/2017&limit=1&partner=picky, 
1642, 7, 05/07/2017, 12/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=05/07/2017&dateTo=05/07/2017&returnFrom=12/07/2017&returnTo=12/07/2017&limit=1&partner=picky, 
1835, 7, 06/07/2017, 13/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=06/07/2017&dateTo=06/07/2017&returnFrom=13/07/2017&returnTo=13/07/2017&limit=1&partner=picky, 
1571, 7, 07/07/2017, 14/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=07/07/2017&dateTo=07/07/2017&returnFrom=14/07/2017&returnTo=14/07/2017&limit=1&partner=picky, 
1669, 7, 08/07/2017, 15/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=08/07/2017&dateTo=08/07/2017&returnFrom=15/07/2017&returnTo=15/07/2017&limit=1&partner=picky, 
1430, 7, 09/07/2017, 16/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=09/07/2017&dateTo=09/07/2017&returnFrom=16/07/2017&returnTo=16/07/2017&limit=1&partner=picky, 
1621, 7, 10/07/2017, 17/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=10/07/2017&dateTo=10/07/2017&returnFrom=17/07/2017&returnTo=17/07/2017&limit=1&partner=picky, 
1418, 7, 11/07/2017, 18/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=11/07/2017&dateTo=11/07/2017&returnFrom=18/07/2017&returnTo=18/07/2017&limit=1&partner=picky, 
1338, 7, 12/07/2017, 19/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=12/07/2017&dateTo=12/07/2017&returnFrom=19/07/2017&returnTo=19/07/2017&limit=1&partner=picky, 
1394, 7, 13/07/2017, 20/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=13/07/2017&dateTo=13/07/2017&returnFrom=20/07/2017&returnTo=20/07/2017&limit=1&partner=picky, 
1741, 7, 14/07/2017, 21/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=14/07/2017&dateTo=14/07/2017&returnFrom=21/07/2017&returnTo=21/07/2017&limit=1&partner=picky, 
1767, 7, 15/07/2017, 22/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=15/07/2017&dateTo=15/07/2017&returnFrom=22/07/2017&returnTo=22/07/2017&limit=1&partner=picky, 
1309, 7, 16/07/2017, 23/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=16/07/2017&dateTo=16/07/2017&returnFrom=23/07/2017&returnTo=23/07/2017&limit=1&partner=picky, 
1288, 7, 17/07/2017, 24/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=17/07/2017&dateTo=17/07/2017&returnFrom=24/07/2017&returnTo=24/07/2017&limit=1&partner=picky, 
1814, 7, 18/07/2017, 25/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=18/07/2017&dateTo=18/07/2017&returnFrom=25/07/2017&returnTo=25/07/2017&limit=1&partner=picky, 
1841, 7, 19/07/2017, 26/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=19/07/2017&dateTo=19/07/2017&returnFrom=26/07/2017&returnTo=26/07/2017&limit=1&partner=picky, 
1818, 7, 20/07/2017, 27/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=20/07/2017&dateTo=20/07/2017&returnFrom=27/07/2017&returnTo=27/07/2017&limit=1&partner=picky, 
1949, 7, 21/07/2017, 28/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=21/07/2017&dateTo=21/07/2017&returnFrom=28/07/2017&returnTo=28/07/2017&limit=1&partner=picky, 
2142, 7, 22/07/2017, 29/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=22/07/2017&dateTo=22/07/2017&returnFrom=29/07/2017&returnTo=29/07/2017&limit=1&partner=picky, 
1738, 7, 23/07/2017, 30/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=23/07/2017&dateTo=23/07/2017&returnFrom=30/07/2017&returnTo=30/07/2017&limit=1&partner=picky, 
2331, 7, 24/07/2017, 31/07/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=24/07/2017&dateTo=24/07/2017&returnFrom=31/07/2017&returnTo=31/07/2017&limit=1&partner=picky, 
1961, 7, 25/07/2017, 01/08/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=25/07/2017&dateTo=25/07/2017&returnFrom=01/08/2017&returnTo=01/08/2017&limit=1&partner=picky, 
1834, 7, 26/07/2017, 02/08/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=26/07/2017&dateTo=26/07/2017&returnFrom=02/08/2017&returnTo=02/08/2017&limit=1&partner=picky, 
2100, 7, 27/07/2017, 03/08/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=27/07/2017&dateTo=27/07/2017&returnFrom=03/08/2017&returnTo=03/08/2017&limit=1&partner=picky, 
2437, 7, 28/07/2017, 04/08/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=28/07/2017&dateTo=28/07/2017&returnFrom=04/08/2017&returnTo=04/08/2017&limit=1&partner=picky, 
2413, 7, 29/07/2017, 05/08/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=29/07/2017&dateTo=29/07/2017&returnFrom=05/08/2017&returnTo=05/08/2017&limit=1&partner=picky, 
2199, 7, 30/07/2017, 06/08/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=30/07/2017&dateTo=30/07/2017&returnFrom=06/08/2017&returnTo=06/08/2017&limit=1&partner=picky, 
2234, 7, 31/07/2017, 07/08/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=31/07/2017&dateTo=31/07/2017&returnFrom=07/08/2017&returnTo=07/08/2017&limit=1&partner=picky, 
2025, 7, 01/08/2017, 08/08/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=01/08/2017&dateTo=01/08/2017&returnFrom=08/08/2017&returnTo=08/08/2017&limit=1&partner=picky, 
2481, 7, 02/08/2017, 09/08/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=02/08/2017&dateTo=02/08/2017&returnFrom=09/08/2017&returnTo=09/08/2017&limit=1&partner=picky, 
1957, 7, 03/08/2017, 10/08/2017, https://api.skypicker.com/flights?flyFrom=PRG&to=POA&dateFrom=03/08/2017&dateTo=03/08/2017&returnFrom=10/08/2017&returnTo=10/08/2017&limit=1&partner=picky, 
